package	version	filename	url	sha256	requested
GitPython	3.1.46	gitpython-3.1.46-py3-none-any.whl	https://files.pythonhosted.org/packages/6a/09/e21df6aef1e1ffc0c816f0522ddc3f6dcded766c3261813131c78a704470/gitpython-3.1.46-py3-none-any.whl	79812ed143d9d25b6d176a10bb511de0f9c67b1fa641d82097b0ab90398a2058	false
grep-ast	0.9.0	grep_ast-0.9.0-py3-none-any.whl	https://files.pythonhosted.org/packages/40/79/29f1373b2ce1eec37c03aefbc17194c2470d8b61ede288e5043231825999/grep_ast-0.9.0-py3-none-any.whl	a3973dca99f1abc026a01bbbc70e00a63860c8ff94a56182ff18b089836826d7	false
h11	0.16.0	h11-0.16.0-py3-none-any.whl	https://files.pythonhosted.org/packages/04/4b/29cac41a4d98d144bf5f6d33995617b185d14b22401f75ca86f384e87ff1/h11-0.16.0-py3-none-any.whl	63cf8bbe7522de3bf65932fda1d9c2772064ffb3dae62d55932da54b31cb6c86	false
hf-xet	1.2.0	hf_xet-1.2.0-cp37-abi3-manylinux_2_17_x86_64.manylinux2014_x86_64.whl	https://files.pythonhosted.org/packages/9a/92/cf3ab0b652b082e66876d08da57fcc6fa2f0e6c70dfbbafbd470bb73eb47/hf_xet-1.2.0-cp37-abi3-manylinux_2_17_x86_64.manylinux2014_x86_64.whl	3651fd5bfe0281951b988c0facbe726aa5e347b103a675f49a3fa8144c7968fd	false
httpcore	1.0.9	httpcore-1.0.9-py3-none-any.whl	https://files.pythonhosted.org/packages/7e/f5/f66802a942d491edb555dd61e3a9961140fd64c90bce1eafd741609d334d/httpcore-1.0.9-py3-none-any.whl	2d400746a40668fc9dec9810239072b40b4484b640a8c38fd654a024c7a1bf55	false
httpx	0.28.1	httpx-0.28.1-py3-none-any.whl	https://files.pythonhosted.org/packages/2a/39/e50c7c3a983047577ee07d2a9e53faf5a69493943ec3f6a384bdc792deb2/httpx-0.28.1-py3-none-any.whl	d909fcccc110f8c7faf814ca82a9a4d816bc5a6dbfea25d6591d6985b8ba59ad	false
huggingface_hub	1.4.1	huggingface_hub-1.4.1-py3-none-any.whl	https://files.pythonhosted.org/packages/d5/ae/2f6d96b4e6c5478d87d606a1934b5d436c4a2bce6bb7c6fdece891c128e3/huggingface_hub-1.4.1-py3-none-any.whl	9931d075fb7a79af5abc487106414ec5fba2c0ae86104c0c62fd6cae38873d18	false
idna	3.11	idna-3.11-py3-none-any.whl	https://files.pythonhosted.org/packages/0e/61/66938bbb5fc52dbdf84594873d5b51fb1f7c7794e9c0f5bd885f30bc507b/idna-3.11-py3-none-any.whl	771a87f49d9defaf64091e6e6fe9c18d4833f140bd19464795bc32d966ca37ea	false
importlib_metadata	7.2.1	importlib_metadata-7.2.1-py3-none-any.whl	https://files.pythonhosted.org/packages/9e/28/7daa5f782f5e2cbbec00556bf23ca106023470ebab3ae1040ee778269af1/importlib_metadata-7.2.1-py3-none-any.whl	ffef94b0b66046dd8ea2d619b701fe978d9264d38f3998bc4c27ec3b146a87c8	false
importlib_resources	6.5.2	importlib_resources-6.5.2-py3-none-any.whl	https://files.pythonhosted.org/packages/a4/ed/1f1afb2e9e7f38a545d628f864d562a5ae64fe6f7a10e28ffb9b185b4e89/importlib_resources-6.5.2-py3-none-any.whl	789cfdc3ed28c78b67a06acb8126751ced69a3d5f79c095a98298cd8a760ccec	false
Jinja2	3.1.6	jinja2-3.1.6-py3-none-any.whl	https://files.pythonhosted.org/packages/62/a1/3d680cbfd5f4b8f15abc1d571870c5fc3e594bb582bc3b64ea099db13e56/jinja2-3.1.6-py3-none-any.whl	85ece4451f492d0c13c5dd7c13a64681a86afae63a5f347908daf103ce6d2f67	false
jiter	0.13.0	jiter-0.13.0-cp312-cp312-manylinux_2_17_x86_64.manylinux2014_x86_64.whl	https://files.pythonhosted.org/packages/f8/4c/09b93e30e984a187bc8aaa3510e1ec8dcbdcd71ca05d2f56aac0492453aa/jiter-0.13.0-cp312-cp312-manylinux_2_17_x86_64.manylinux2014_x86_64.whl	bdaba7d87e66f26a2c45d8cbadcbfc4bf7884182317907baf39cfe9775bb4d93	false
json5	0.13.0	json5-0.13.0-py3-none-any.whl	https://files.pythonhosted.org/packages/d7/9e/038522f50ceb7e74f1f991bf1b699f24b0c2bbe7c390dd36ad69f4582258/json5-0.13.0-py3-none-any.whl	9a08e1dd65f6a4d4c6fa82d216cf2477349ec2346a38fd70cc11d2557499fbcc	false
jsonschema	4.26.0	jsonschema-4.26.0-py3-none-any.whl	https://files.pythonhosted.org/packages/69/90/f63fb5873511e014207a475e2bb4e8b2e570d655b00ac19a9a0ca0a385ee/jsonschema-4.26.0-py3-none-any.whl	d489f15263b8d200f8387e64b4c3a75f06629559fb73deb8fdfb525f2dab50ce	false
jsonschema-specifications	2025.9.1	jsonschema_specifications-2025.9.1-py3-none-any.whl	https://files.pythonhosted.org/packages/41/45/1a4ed80516f02155c51f51e8cedb3c1902296743db0bbc66608a0db2814f/jsonschema_specifications-2025.9.1-py3-none-any.whl	98802fee3a11ee76ecaca44429fda8a41bff98b00a0f2838151b113f210cc6fe	false
litellm	1.81.10	litellm-1.81.10-py3-none-any.whl	https://files.pythonhosted.org/packages/b1/bb/3f3cc3d79657bc9daaa1319ec3a9d75e4889fc88d07e327f0ac02cd2ac7d/litellm-1.81.10-py3-none-any.whl	9efa1cbe61ac051f6500c267b173d988ff2d511c2eecf1c8f2ee546c0870747c	false
markdown-it-py	4.0.0	markdown_it_py-4.0.0-py3-none-any.whl	https://files.pythonhosted.org/packages/94/54/e7d793b573f298e1c9013b8c4dade17d481164aa517d1d7148619c2cedbf/markdown_it_py-4.0.0-py3-none-any.whl	87327c59b172c5011896038353a81343b6754500a08cd7a4973bb48c6d578147	false
MarkupSafe	3.0.3	markupsafe-3.0.3-cp312-cp312-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl	https://files.pythonhosted.org/packages/3c/2e/8d0c2ab90a8c1d9a24f0399058ab8519a3279d1bd4289511d74e909f060e/markupsafe-3.0.3-cp312-cp312-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl	d6dd0be5b5b189d31db7cda48b91d7e0a9795f31430b7f271219ab30f1d3ac9d	false
mccabe	0.7.0	mccabe-0.7.0-py2.py3-none-any.whl	https://files.pythonhosted.org/packages/27/1a/1f68f9ba0c207934b35b86a8ca3aad8395a3d6dd7921c0686e23853ff5a9/mccabe-0.7.0-py2.py3-none-any.whl	6c2d30ab6be0e4a46919781807b4f0d834ebdd6c6e3dca0bda5a15f863427b6e	false
mdurl	0.1.2	mdurl-0.1.2-py3-none-any.whl	https://files.pythonhosted.org/packages/b3/38/89ba8ad64ae25be8de66a6d463314cf1eb366222074cfda9ee839c56a4b4/mdurl-0.1.2-py3-none-any.whl	84008a41e51615a49fc9966191ff91509e3c40b939176e643fd50a5c2196b8f8	false
mixpanel	5.0.0	mixpanel-5.0.0-py3-none-any.whl	https://files.pythonhosted.org/packages/cd/05/248580e987b203c24e4cce53f5e5d60ea749550af5c756c770196d549f96/mixpanel-5.0.0-py3-none-any.whl	5c5fee75a304bd2940828a08a31f74fae7f02d5fe81914a851ed87e8884096ec	false
mslex	1.3.0	mslex-1.3.0-py3-none-any.whl	https://files.pythonhosted.org/packages/64/f2/66bd65ca0139675a0d7b18f0bada6e12b51a984e41a76dbe44761bf1b3ee/mslex-1.3.0-py3-none-any.whl	c7074b347201b3466fc077c5692fbce9b5f62a63a51f537a53fbbd02eff2eea4	false
multidict	6.7.1	multidict-6.7.1-cp312-cp312-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl	https://files.pythonhosted.org/packages/f3/8d/5e5be3ced1d12966fefb5c4ea3b2a5b480afcea36406559442c6e31d4a48/multidict-6.7.1-cp312-cp312-manylinux2014_x86_64.manylinux_2_17_x86_64.manylinux_2_28_x86_64.whl	bfde23ef6ed9db7eaee6c37dcec08524cb43903c60b285b172b6c094711b3961	false
networkx	3.4.2	networkx-3.4.2-py3-none-any.whl	https://files.pythonhosted.org/packages/b9/54/dd730b32ea14ea797530a4479b2ed46a6fb250f682a9cfb997e968bf0261/networkx-3.4.2-py3-none-any.whl	df5d4365b724cf81b8c6a7312509d0c22386097011ad1abe274afd5e9d3bbc5f	false
numpy	1.26.4	numpy-1.26.4-cp312-cp312-manylinux_2_17_x86_64.manylinux2014_x86_64.whl	https://files.pythonhosted.org/packages/0f/50/de23fde84e45f5c4fda2488c759b69990fd4512387a8632860f3ac9cd225/numpy-1.26.4-cp312-cp312-manylinux_2_17_x86_64.manylinux2014_x86_64.whl	675d61ffbfa78604709862923189bad94014bef562cc35cf61d3a07bba02a7ed	false
openai	2.20.0	openai-2.20.0-py3-none-any.whl	https://files.pythonhosted.org/packages/b5/a0/cf4297aa51bbc21e83ef0ac018947fa06aea8f2364aad7c96cbf148590e6/openai-2.20.0-py3-none-any.whl	38d989c4b1075cd1f76abc68364059d822327cf1a932531d429795f4fc18be99	false
orjson	3.11.7	orjson-3.11.7-cp312-cp312-manylinux_2_17_x86_64.manylinux2014_x86_64.whl	https://files.pythonhosted.org/packages/dc/91/98a52415059db3f374757d0b7f0f16e3b5cd5976c90d1c2b56acaea039e6/orjson-3.11.7-cp312-cp312-manylinux_2_17_x86_64.manylinux2014_x86_64.whl	e7745312efa9e11c17fbd3cb3097262d079da26930ae9ae7ba28fb738367cbad	false
oslex	0.1.3	oslex-0.1.3-py3-none-any.whl	https://files.pythonhosted.org/packages/8a/21/f9d1c6196533d5e43625a71244796d6ec2565318f2d91f6c10ec461222f1/oslex-0.1.3-py3-none-any.whl	71acb8a1d42ed78ddd213a1d3a628bbf837f758bd2999c91df7ce57972466bdf	false
packaging	26.0	packaging-26.0-py3-none-any.whl	https://files.pythonhosted.org/packages/b7/b9/c538f279a4e237a006a2c98387d081e9eb060d203d8ed34467cc0f0b9b53/packaging-26.0-py3-none-any.whl	b36f1fef9334a5588b4166f8bcd26a14e521f2b55e6b9de3aaa80d3ff7a37529	false
pathspec	1.0.4	pathspec-1.0.4-py3-none-any.whl	https://files.pythonhosted.org/packages/ef/3c/2c197d226f9ea224a9ab8d197933f9da0ae0aac5b6e0f884e2b8d9c8e9f7/pathspec-1.0.4-py3-none-any.whl	fb6ae2fd4e7c921a165808a552060e722767cfa526f99ca5156ed2ce45a5c723	false
pexpect	4.9.0	pexpect-4.9.0-py2.py3-none-any.whl	https://files.pythonhosted.org/packages/9e/c3/059298687310d527a58bb01f3b1965787ee3b40dce76752eda8b44e9a2c5/pexpect-4.9.0-py2.py3-none-any.whl	7236d1e080e4936be2dc3e326cec0af72acf9212a7e1d060210e70a47e253523	false
pillow	12.1.1	pillow-12.1.1-cp312-cp312-manylinux_2_27_x86_64.manylinux_2_28_x86_64.whl	https://files.pythonhosted.org/packages/ff/79/6df7b2ee763d619cda2fb4fea498e5f79d984dae304d45a8999b80d6cf5c/pillow-12.1.1-cp312-cp312-manylinux_2_27_x86_64.manylinux_2_28_x86_64.whl	7aac39bcf8d4770d089588a2e1dd111cbaa42df5a94be3114222057d68336bd0	false
posthog	7.8.6	posthog-7.8.6-py3-none-any.whl	https://files.pythonhosted.org/packages/56/c7/41664398a838f52ddfc89141e4c38b88eaa01b9e9a269c5ac184bd8586c6/posthog-7.8.6-py3-none-any.whl	21809f73e8e8f09d2bc273b09582f1a9f997b66f51fc626ef5bd3c5bdffd8bcd	false
prompt_toolkit	3.0.52	prompt_toolkit-3.0.52-py3-none-any.whl	https://files.pythonhosted.org/packages/84/03/0d3ce49e2505ae70cf43bc5bb3033955d2fc9f932163e84dc0779cc47f48/prompt_toolkit-3.0.52-py3-none-any.whl	9aac639a3bbd33284347de5ad8d68ecc044b91a762dc39b7c21095fcd6a19955	false
